	astro|GSM1901309|8yo_ctx	astro|GSM1901310|13yo_ctx	astro|GSM1901314|35yo_ctx	astro|GSM1901317|53yo_ctx	myeloid|GSM1901339|45yo_ctx	myeloid|GSM1901340|51yo_ctx	myeloid|GSM1901341|63_yo_ctx	oligo|GSM1901334|22yo_ctx	oligo|GSM1901335|63yo_ctx_A	oligo|GSM1901337|47yo_ctx	dopamine|GSM2027430|VTA	dopamine|GSM2027431|VTA	dopamine|GSM2027423|SNc	motor|88_Control_GSM1977034	motor|GSM2027414|spinal	motor|Spinal_motor_neuron_control_rep5_GSM3615504
ENSG00000008517.16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000008710.19	1.47	0.93	1.66	1.68	0	0.01	0.22	0.09	0.33	0.44	7.51	52.53	62.52	12.15	8.26	14.57
ENSG00000008735.14	1.78	0.65	1	0.44	0	0.03	0.04	1.26	0.83	0.6	243	848	925	106	221	355
ENSG00000008838.20	7.94	6.36	7.12	9.73	5.82	1.8	6.59	3.25	3.3	3.68	61	209	215	613	4	7
ENSG00000008853.16	14.42	7.81	8.93	4.92	0	2.36	4.88	1.49	0.14	1.41	25	31	35.76	52.2	27	18.8
ENSG00000008869.12	6.29	12.43	18.97	16.2	42.14	34.77	23.34	6.63	7.67	10.55	65	57	81	464	25	31
ENSG00000008952.17	75.28	93.71	98.45	97.3	75.3	38.61	35.8	35.08	77.35	66.58	760	868	1254	2488	273	157
ENSG00000008988.9	138.67	175.57	267.19	211.89	591.08	1708.7	1277.06	704.35	488.22	293.4	147.43	185	254.65	453	100.86	18
ENSG00000009307.16	70.62	104.59	171.39	179.76	326.31	182.61	187.99	96.36	155.87	128.19	455	812	807	7284.9	129	204
ENSG00000009335.18	16.92	9.67	18.02	10.16	14.26	10.36	13.28	4.77	8.78	5.01	56	214	203	833	80	160
ENSG00000009413.15	10.09	30.7	26.62	35.41	71.81	12.35	26.7	11.69	13.37	48.21	56	173	120	276	52	51
ENSG00000009694.13	0.48	0.85	0.49	1.11	0.15	0.05	0.1	5.17	0.4	7.21	80	408	371	187	42	22
ENSG00000009709.12	0	0.08	0	0	0	0.06	0	0	0	0	5	2	10	40	0	0
ENSG00000009724.16	2.94	2.81	4.05	6.35	12.98	4.1	3.41	1.76	5.1	1.46	0	0	0	21	0	4
ENSG00000009765.14	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009780.15	0.98	6.26	3.81	3.67	1.67	1.79	2.31	0.84	4.68	1.36	19	25	56	26	0	0
ENSG00000009790.15	0.62	0.57	1.74	1.97	13.34	11.52	13.85	1.9	3.22	1.31	0	0	0	0	0	1
ENSG00000009830.11	98.17	29.92	41.05	28.85	0.34	6.61	4.27	8.48	14.07	9.57	5	9	16	56	0	13
ENSG00000009844.16	26.22	31.97	45.12	35.43	28.74	21.25	11.8	9.99	16.27	20.13	39	143	99	388	38	23
ENSG00000009950.16	0	0.05	0	0	0.33	2.48	6.36	0	0	0	10	45	85	7	1	1
ENSG00000009954.11	20.32	37.69	41.81	44.25	53	24.34	25.93	17.27	33.58	18.95	94	218	224	963	77	147
ENSG00000010017.13	18.08	30.74	44.65	40.92	122.2	73.28	64.19	17.74	19.63	21.68	122.98	324.52	230.52	1431.46	29.64	4.7
ENSG00000010030.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010072.16	8.82	5.15	11.2	5.55	15.53	5.72	4.93	3.47	4.33	5.97	9	19	29	47.2	13	0
ENSG00000010165.20	9.22	9.17	14.37	9.44	1.76	4.35	4.12	8.75	6.05	2.01	16	15	28	58	12	9
ENSG00000010219.13	29.36	34.91	41.29	33.23	6.07	16.77	13.5	14.33	20.45	16.9	4.95	15	25	23	12	29
ENSG00000010244.18	168.76	207.67	211.37	179.06	382.22	343.55	294.49	130.5	98.53	113.94	97	257	220	290	54	16
ENSG00000010256.11	27.36	20.69	17.53	10.57	0	5.56	5.91	8.06	8.12	4.1	306	428	583	86	107	166
ENSG00000010270.13	25.16	31.46	40.93	26.55	20.91	20.42	14.44	12.32	13.84	14.15	145	230	264	313	52	87
ENSG00000010278.14	8.77	95.4	9.28	27.3	5.08	16.86	45.3	98.2	377.5	111.33	2	4	0	21	1	0
ENSG00000010282.14	167.18	208.91	228.02	177.16	0	0.65	0.79	2.14	31.66	0	0	0	4	104	30	16
ENSG00000010292.13	13.91	3.97	7.72	7.82	3.91	5.13	3.54	1.65	9.01	2.39	4	22	36	14	3	3
ENSG00000010295.19	3.11	3.49	2.99	1.19	3.56	4.67	5.52	1.19	1.23	2.75	36	107	103	485	115	39
ENSG00000010310.9	0.16	0.05	0	0.09	0	0.11	0.19	0.36	1.49	0.39	4	29	1	1	2	0
ENSG00000010318.21	1.68	1.01	4.11	0.36	0.86	2.07	2.02	6.38	2	3.75	5	1	2	5	2	7
ENSG00000010319.6	0.05	0	0.36	0	0	0	0.04	0	0	0	0	0	0	0	0	0
ENSG00000010322.16	7.86	4.36	13.09	4.83	8.14	5.46	5.18	3.03	2.26	2.89	158	483	497	36	45	93
ENSG00000010327.10	0	0	0	0.12	4.5	34.05	52.45	1.16	0	0.88	0	1	1.53	1	0	0
ENSG00000010361.13	3.88	1.79	2.38	4.36	0	0.62	0.44	2.06	2.31	0	36.74	195.96	191.26	0	68.78	136.24
ENSG00000010379.16	0	0.17	0	0	0	0	0	1.88	0	0	2	0	21	10	0	5
ENSG00000010404.18	55.25	56.32	91.8	67.96	82.75	51.69	59.44	37.14	44.36	33.11	765	2478.7	2109	7147.87	209	220
ENSG00000010438.16	0	0	0.49	0	0	0	0	0	1.48	0	1	0	23	38	20	118
ENSG00000010539.11	8.07	4.2	12.34	5.12	4.3	2.49	1.49	6.2	2.3	2.73	5	40.97	29	60	3	2
ENSG00000010610.10	2.12	1.94	3.58	6.48	29.17	80.47	77.32	11.3	0.79	2.19	0	0	0	2	0	0
ENSG00000010626.15	6.38	4.86	9.25	4.37	0	1.43	3.65	3.51	3.07	2.65	5.34	40	22.73	51.27	3	11.08
ENSG00000010671.15	0	0	0	0.26	26.28	27.06	18.92	5.49	0	0.55	1	2	0	1	0	0
ENSG00000010704.18	3.18	4.05	7.33	7.15	2.29	3.09	4.12	1.7	1.96	0.24	0	1	0	4.01	0	1
ENSG00000010803.16	14.08	9.83	8.73	12.31	2.38	4.52	9.57	3.03	2.56	2.15	10	11	32	14	0	0
ENSG00000010810.17	197.37	178.24	235.28	217.24	0	5.52	2.81	97.27	42.84	67.79	114	272	378	247	31	155
ENSG00000010818.10	6.75	11.67	20.22	14.47	33.28	9.56	7.07	5.48	12.35	6.51	20	107	53	1002	24	7
ENSG00000010932.17	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSG00000011007.12	7.88	7.85	10.12	8.04	8.45	9.09	7.64	4.11	5.6	3.55	31	51	101.7	129.37	12	1
ENSG00000011009.11	4.22	0.96	3.22	1.29	0	1.4	1	0	0.25	0	31	123	130	11	24	31
ENSG00000011021.23	18.53	19.19	31.12	18.19	9.19	9.88	11.73	4.95	8.85	3.23	149	574	498	978	72	75
ENSG00000011028.14	0.39	0.19	0	0.18	0.17	1.94	2.11	0	0.1	0.27	3	6	21	0	9	0
ENSG00000011052.21	0	0	0	1.09	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011083.9	0	0	0	0	0	0.05	0	0	0	0	0	3	5	0	0	0
ENSG00000011105.14	0.31	0	0.28	0.07	2.72	0	0.57	0	0	0	5	7	28	8	12	10
ENSG00000011114.15	12.51	19.53	19.43	19.97	37.31	16.62	19.55	10.28	5.87	6.17	19.59	32.71	77.84	103	33	7
ENSG00000011132.12	0.8	0.1	1.02	0.13	0	0	0	0	0.04	0	0	10	10	0	1	0
ENSG00000011143.16	10.73	7.09	10.76	3.96	0	1.71	2.83	1.52	2.77	1.79	4	37	44	28	7	17
ENSG00000011198.9	6.37	33.25	33.86	24.87	20.92	16.05	11.25	11.54	8.59	18.53	39	48	63	77	6	5
ENSG00000011201.12	96.25	129.64	129.51	69.4	5.84	10.81	9.62	3.91	0.62	6.87	7	3	8	93	0	2
ENSG00000011243.18	7.31	9.15	8.52	13.6	14.31	5.38	11.76	8.82	7.04	6.82	4	38.34	30	232.85	10	16
ENSG00000011258.16	8.15	6.34	18.04	16.26	9.64	7.01	5.4	5.58	9.61	11.24	4	52	28	21	1	18
ENSG00000011260.14	6.34	7.46	21.57	13.38	40.88	34.32	20.95	13.04	11.75	15.01	41	35	33	82.94	27	7
ENSG00000011275.18	19.9	18.68	25.41	15.31	20.88	16.29	13.84	10.35	12.09	11.03	34.32	101.46	88.39	63.19	12	38
ENSG00000011295.16	23.43	23.75	52.93	41.38	26.29	13.24	7	2.5	10.58	10.25	118.5	180.24	318.23	622.86	38.42	21
ENSG00000011304.20	7.22	6.15	14.1	3.02	7.13	24.73	24.27	2.82	5.01	5.05	7	35	22	8	0	26
ENSG00000011332.19	0.77	0.48	1.44	1.12	0	0	0	0	0	0	15	48	102	38	1	3
ENSG00000011347.9	0	0.23	0.12	0.06	0	0.32	0.04	0	0	0.35	94	386	414	6	0	2
ENSG00000011376.12	14.87	18.77	26.7	12.09	3.15	2.72	3.39	2.72	1.58	4.38	23	53	75	45	1	5
ENSG00000011405.13	149.84	243.12	383.04	311.66	71.58	27.9	27.8	14.17	26.23	32.97	64	123	196	295	5.55	7
ENSG00000011422.12	3.68	1.02	11.3	4.42	87.71	230.53	443.03	11.03	3.81	2.43	0	0	0	0	0	1
ENSG00000011426.11	4.84	5.05	5.15	37.32	6.08	2.87	7.53	112.26	361.35	188.12	18	48	16	229	1	0
ENSG00000011451.19	1.25	1.27	1.4	0.49	1.19	0.83	1.06	0.29	0.19	0	16	49	38	2	2	0
ENSG00000011454.17	96.16	96.1	136.37	152.9	20.74	20.1	21.03	19.25	45.02	40.28	149	420	558	1275	57	99
ENSG00000011465.17	11.35	36.72	12.86	28.37	0	0.24	0	0	0.67	2.13	0	0	0	26	0	0
ENSG00000011478.12	0	0.87	0	0	0	0.42	0.12	0	0	0	1	2	3	0	0	0
ENSG00000011485.14	20.56	17.65	34.43	13.63	5.17	2.56	4.32	1.9	3.18	2.5	30.25	118.14	185.24	119.95	13.01	43.35
ENSG00000011523.14	14.02	11.19	14.66	11.66	62.24	39.07	23.73	6.81	8.36	7.28	48.89	160.11	141.03	273.78	97.39	41.18
ENSG00000011566.15	19.83	140.93	113.95	115.99	254.48	139.75	164.38	27.8	30.23	57.79	48	172	158	231	5	1
ENSG00000011590.14	1.01	0	0	0	0	0.11	0.41	0	0	0	0	0	0	0	0	0
ENSG00000011600.11	3.14	0.49	1.78	5.49	62.88	245.27	287.6	33.01	9.39	7.75	2	0	0	12	0	0
ENSG00000011638.10	0.78	0	0	0.23	0.73	0.89	1.61	0.35	0	1.05	33	147	79	17	25	4
ENSG00000011677.13	0.84	0.09	5.49	1.93	5.66	0.58	2.82	9.81	2.22	13.64	25	72	82	534	29	15
ENSG00000012048.22	3.22	8.5	7.06	11.55	7.37	1.42	0.88	2.99	5.36	4.83	7	8	22	18	1	4
ENSG00000012061.15	8.75	8.65	11.26	7.37	26.09	46.53	40.73	4.28	9.27	6.01	41.94	139.35	129.55	39.43	43.52	37.22
ENSG00000012124.17	0.34	0	0	0	0	0.48	0.95	7.11	23.08	4.76	0	0	0	2	0	0
ENSG00000012171.19	3.34	1.37	2.13	1.1	0	0	0	0	1.66	0.82	1	0	0	2	0	0
ENSG00000012174.12	8.53	13.89	17.05	11.88	9.02	4.84	4.21	4.92	4.11	6.53	32	84	77	526.52	4	14
ENSG00000012211.13	1.99	0.42	0.48	0.39	0	0.21	0.85	0.33	0.06	0	0	0	0	2	0	0
ENSG00000012223.12	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012232.8	7.92	4.62	13.35	3.94	0.88	1.75	2.09	1.15	2.83	2.18	39	214	254	37.17	8	99
ENSG00000012504.15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000012660.14	76.36	134.44	121.74	75.84	48.4	26.98	30.99	23.45	42.09	41.46	312	628	597	1062	126	41
ENSG00000012779.11	0.22	0	0.13	0.24	11.13	16.29	20.51	2.06	0.48	0.7	0	0	0	0	0	0
ENSG00000012817.15	13.48	0	0	0	0	9.2	8.09	6.83	0	8.69	0	0	0	0	0	0
ENSG00000012822.16	51.59	36.72	46.14	30.99	10.12	10.23	12.29	13.59	20.71	17.24	37	157	166	159	11	8
ENSG00000012963.15	8.45	15.07	26.17	14.64	8.04	6.03	13.6	6.95	6.23	8.94	24	85	26	67	2	0
ENSG00000012983.11	40.68	44.7	52.13	38.81	35.84	9.36	10.01	40.62	77.02	42.03	35	137	116	228.48	16	22
ENSG00000013016.16	4.71	5.83	4.53	3.81	0	0.29	0.35	7.7	2.36	16.81	115	313	423	2355	109	196
ENSG00000013275.7	26.09	24.4	31.32	16.54	28.71	44.01	43.08	24.02	17.81	10.82	100	148	165	346	88	102
ENSG00000013288.8	2.9	3.02	3.42	3.24	2.64	4.51	4.61	2.51	1.28	1.56	16	97	51	83	69	8
ENSG00000013293.6	0.1	0.09	0.06	1.53	0	0	0.16	0.85	5.82	0.9	45.38	135	100	6615.99	169	117.99
ENSG00000013297.11	0.46	0.19	1.43	2.45	0.57	0.72	2.3	60.99	194.81	39.39	4	22	13	73	2	0
ENSG00000013306.16	29.13	14.27	30.75	8.65	0	4.08	9.34	0.84	0.5	0	34	173	200	6	3	6
ENSG00000013364.19	5.05	0.66	0.85	0.52	0	0	0.39	0	0.84	0	2	2	2	4	14	2
ENSG00000013374.16	23.4	22.61	54.28	26.32	24.2	14.38	15.01	13.38	16.81	27.96	72	168	166	1010	50	16
ENSG00000013375.16	9.86	16.81	32.42	26.08	20.62	6.22	11.17	17.48	21.93	31.01	68.98	178.71	132.95	120.82	19.79	46
ENSG00000013392.8	4.33	5.59	7.86	5.62	1.31	0.71	1.29	1.74	3.4	4.79	36	60	86	51	5	1
ENSG00000013441.16	78.74	93.7	244.78	88.78	496.19	81.17	142.84	53.44	133.6	317.15	52	217	249	100	6	22
ENSG00000013503.10	5.66	7.81	11.59	9.54	7.25	2.69	2.26	2.16	4.32	6.13	24	78	27	766	3	2
ENSG00000013523.9	38.39	16.72	31.36	18.52	4.91	13.39	10.85	16.72	10.94	14.84	10.97	79.08	64.24	95	22	23
ENSG00000013561.18	21.89	19.31	25.64	22.84	9.93	11.16	9.45	11.42	13.81	15.3	125	213	264	661	87	34
ENSG00000013563.14	0.84	1.34	0.4	0.83	2.94	1.9	1.3	0.83	0	0	0	2.74	13.46	1	0	0
ENSG00000013573.17	1.85	3.57	1.32	2.14	0	0.8	2.46	0.17	1.02	0.87	2	23	18	3	12	0
ENSG00000013583.10	23.63	12.6	25.49	14.16	8.05	10.84	12.15	12.34	31.61	10.25	11.4	36.14	30.32	88.34	9	35.67
ENSG00000013588.8	0	0	0.41	0.79	0.39	0.09	0.63	0.08	0.31	0	22.09	109	42	18	2	0
ENSG00000013619.14	6.35	4.15	6.69	6.5	0.35	0.08	0.5	5.95	1.2	11.01	4	6	6	148	0	0
ENSG00000013725.14	0	0	0	0	0	0.67	0.34	0	0	0	14	70	57	1	17	0
ENSG00000013810.19	1.59	1.58	3.8	0.1	0	1.01	0.27	0.21	0.05	0.27	2	30	20	5	0	1
ENSG00000014123.10	21.5	30.35	58.48	41.45	29.94	11.64	13.02	9.68	21.08	18.71	32	36	52	473	23	23
ENSG00000014138.9	4.43	1.01	3.53	2.84	10.13	3.48	5.73	1.7	3.56	4.56	6	15	11	12.95	11	0
ENSG00000014164.7	0.66	0.35	0.37	0.09	0.3	0.11	0	0	0	0	10	82	72	0	5	4
ENSG00000014216.15	7.31	3.58	3.83	3.28	0	2.18	3.18	1.27	1.06	0	56	278	173	244	93	74
ENSG00000014257.16	0.96	0.8	0	0.17	9.08	9.66	4.43	2.37	0.19	1.17	0	0	0	0	0	0
ENSG00000014641.18	134.78	168.92	166.13	104.08	34.07	56.54	34.96	52.03	58.46	77.44	1517	1221	1844	1706	327	192
ENSG00000014824.14	14.69	26.51	41.07	52.76	25.09	7.68	17.15	10.74	22.94	40.41	133	241	261	1327	70	40
ENSG00000014914.21	2.2	1.25	1.7	1.56	0.54	0.54	0.58	0.78	1.49	2.87	0	19	7	7	0	0
ENSG00000014919.12	23.54	21.32	30.07	35.99	15.71	10.46	14.14	11.97	10.17	12.23	27	85	99	259	44	6
ENSG00000015133.19	4.9	1.21	5.2	4.48	0	0.06	0.28	0.17	0	0	0	0	0	10.51	0	0
ENSG00000015153.14	25.58	36.87	31.79	30.82	42.01	17.13	8.78	12.11	7.66	21.14	107	161	213	289	26	47
ENSG00000015171.19	62.88	87.7	125.93	113.58	72.07	40.38	33.8	45.14	52.8	43.23	60	235	141	358	8	4
ENSG00000015285.10	2.05	0.3	0	0	0	5.02	6.13	0.34	0.09	0	0	0	4	2	0	0
ENSG00000015413.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015475.18	15.22	10.8	14.87	9.32	30	26.79	28.29	5.71	2.87	5.59	69	189	205	195	22	39
ENSG00000015479.18	63.66	104.79	167.98	122.59	239.17	135.01	135.81	64.19	129.81	114.68	426	825.98	576	4024.75	146.74	68
ENSG00000015520.14	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSG00000015532.9	5.61	2.18	4.84	1.05	0.48	0.5	0.81	0	0.42	0.21	18	34	66	8.38	7	5
ENSG00000015568.13	9.39	45.01	24.49	39.94	157.69	88.41	88.12	7.53	23.74	10.62	7.8	34.23	50.27	4.25	5.65	37.1
ENSG00000015592.16	1.3	2.81	2.44	3.69	0	0.24	2.1	12.95	68.54	18.31	17	71	35	305	76	39
ENSG00000015676.18	6.83	6.47	10.87	6.61	6.36	5.51	7.53	4.31	3.43	2.31	167	479	668	388	196	277
ENSG00000016082.15	0	0	0	0	0	0	0	0	0	0	0	0	0	168	15	15
ENSG00000016391.11	7.36	9.45	12	7.07	0	0.27	0.55	1.88	0.72	2.68	0	8.21	0	4.68	0	0
ENSG00000016402.13	1.4	1.06	1.25	1.34	0	0	0.19	0	0.09	0	0	25	0	0	0	0
ENSG00000016490.15	0	0	0	0	0	0.6	0.77	0	0	0	0	0	0	0	0	0
ENSG00000016602.9	0	0.15	0	1.33	0	0.11	0.13	4.5	18.92	4.87	0	0	0	1	12	0
ENSG00000016864.18	26.77	34.84	52.3	45.67	19.56	14	10.27	12.85	18.08	23.58	18	37	82	97	3	12
ENSG00000017260.19	77.35	116.65	173.65	111.62	402.7	139.09	117.38	34.46	40.8	46.38	187.37	361.06	449.21	2049.64	117	192
ENSG00000017427.16	0.03	0.88	0	1.35	39.3	19.4	14.21	7.4	0.12	0.11	0	0.78	0	0	0.85	0
ENSG00000017483.15	0	0	0	0	0	0	0	1.72	0.06	0	0	0	0	9	0	0
ENSG00000017797.13	20.57	17.69	26.66	19.33	7.75	6.72	10.27	7.87	11.43	8.93	114	225.21	262	554	133	56
ENSG00000018189.13	45.23	103.95	133.86	122.02	31.33	15	14.64	40.58	72.34	65.26	658	1763	1544	4462.21	409	358
ENSG00000018236.15	37.28	25.5	335.82	206.07	1.72	1.75	2.78	41.55	10.08	111.47	604	1743	1077	3886	134	130
ENSG00000018280.17	0.45	0.04	0.17	0.58	10.77	30.16	20.46	2.12	0.09	0.24	0	4	9	5	0	2
ENSG00000018408.14	17.24	6.05	7.03	8.45	0	0.6	0.67	0.94	3.09	7.88	15.25	18.13	21.2	27.76	5.23	7.19
ENSG00000018510.15	9.14	8.95	18.25	12.98	18	14.18	11.23	4.76	9.06	14.27	81	167	93	678.28	65	44
ENSG00000018607.6	1.93	0.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000018610.14	4.23	0.78	0.78	1.39	1.29	1.77	1.61	1.32	1.61	1.23	51.28	64.42	65.08	61.88	17	7
ENSG00000018625.14	1079.33	1131.9	1554.01	889.17	0.67	1.3	2.34	19.44	4.37	40.69	17	149	66	664	15	4
ENSG00000018699.13	10.52	5.14	13.78	6.82	13.51	8.38	5.14	8.81	5.88	5.08	11	1	3	30	7	2
ENSG00000018869.16	6.05	5.12	9.84	5.22	2.18	2.27	2.58	3.43	5.84	4.83	12	2	12	28	9	0
ENSG00000019102.12	0	0	0	0	0	0	0	0	0	0	0	2	0	4	7	19
ENSG00000019144.19	23.6	14.34	28.71	18.04	1.53	0.54	3.49	12.96	41.29	9.36	0	52	12	14	1	0
ENSG00000019169.10	0	0	0	0	0.57	0.48	8.32	0	0	0	3	0	1	1	0	0
ENSG00000019186.10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ENSG00000019485.13	2.14	1.44	4.23	2.69	1.33	0.98	1.14	1.28	1.42	1.77	14	27	35	29	30	2
ENSG00000019505.8	0.36	0.03	0.06	0.38	0.56	0.03	0.12	0	0.45	1.48	255	631	358	311	24	18
ENSG00000019549.13	0	0.85	0	0.81	0	0	0.1	0.29	0	3.3	1	0	3	6	0	0
ENSG00000019582.15	20.03	5.16	11.75	13.33	329.61	2888.79	2647.13	221.09	80.16	50.1	28.98	75.88	104.98	25	2	103
ENSG00000019991.18	25.69	19.52	48.44	20.74	7.04	5.79	7.46	1.61	0.03	0.16	0	0	0	3	3	0
ENSG00000019995.6	5.71	16.47	24.43	19.43	30.46	10.69	11.21	4.13	12.42	8.62	6.37	27.83	12.8	201.62	103.53	0
ENSG00000020129.16	8.77	7.57	4.99	4.81	0	0.91	0.43	0.77	0.74	0.9	602	1562	1487	1019	144	163
ENSG00000020181.17	0.65	0	0	0	0	0.14	0.33	0	0	0.44	0	0	3.4	3.39	0	0
ENSG00000020219.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256.20	8.33	2.49	3.72	1.51	1.95	2.29	3.05	1.54	1.5	1.65	18	73	16	86	1	3
ENSG00000020426.11	18.46	34.27	54.34	30.81	19.01	15.29	17.56	13.03	21.34	30.75	37	50	92	128	96	47
ENSG00000020577.13	7.17	12.6	20.02	16.19	3.14	3.94	2.54	7.64	4.15	7.8	34	90	88	120	9	36
ENSG00000020633.18	0	0	0	0	0.51	2.74	1.1	0	0.29	0	0	0	2	0	0	0
ENSG00000020922.12	6	6.91	9.1	9.14	19.85	14.75	11.8	5.51	5.23	1.88	19.77	15	25	61	1	8
ENSG00000021300.14	221.71	85.93	166.1	200.96	3.14	4.41	12.41	161.64	447.06	203.31	23	126	26	98	18	1
ENSG00000021355.13	3.56	2.94	4.73	2.71	23.47	23.76	13.85	7.86	7.99	3.76	28	21	35	161	25	1
ENSG00000021461.16	0	1.38	1.15	0.88	0	0.59	0	0	0.33	0	0	0	0	1	0	0
ENSG00000021488.13	0.16	0.19	0	0.66	0	0	0	0.31	0.29	0	0	12	2	0	0	0
ENSG00000021574.12	12.56	16.42	33.06	28.35	19.55	15.07	7.6	22.41	28.78	24.11	61	150	133	582	23	8
ENSG00000021645.18	1.09	1.42	1.83	1.22	0	1.09	0.43	8.1	17.63	5.5	696	1801.68	1558	1800	41	91.35
ENSG00000021762.20	0.33	0.13	0.42	0	0	0	0	0	0.12	0.17	9	63	70	28	15	20
ENSG00000021776.11	15.26	17.9	28.28	25.67	28.13	15.95	17.52	4.89	8.66	11.68	48	149	108	342	12	48
ENSG00000021826.15	2.49	8.61	7.76	9.61	1.42	0.09	1.26	3.12	3.18	3.91	8	9	1	1	1	1
ENSG00000021852.13	0.28	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000022267.18	103.52	101.57	139.02	79.31	2.86	1.04	1.33	23.57	8.37	50.95	381	959.97	1075.99	115	135	31
ENSG00000022277.12	40.17	45.97	62.07	43.84	22.21	44.35	46.55	23.48	37.89	23.5	75	102	169	397	50	104
ENSG00000022355.17	0.07	0.23	0.19	0.18	0.27	0.45	1.6	1.54	0.2	3.98	119	180	251	23	7	3
ENSG00000022556.16	0	0	0	0	3.09	0	2.46	1.08	0	0.89	8	8	4	15	0	5
ENSG00000022567.9	2.24	1.91	1.26	2.35	0.29	0.97	1.19	5.86	1.18	12.71	7	131	39	259	96	164
ENSG00000022840.16	28.49	19.63	24.95	21.66	28.91	20.01	31.18	26.76	15.88	8.66	98	170	293	136	44	36
ENSG00000022976.15	3.77	5.87	3.44	4.15	1.36	1.09	1.7	0.78	3.27	1.17	2.1	0	1.2	1.23	6.21	0
ENSG00000023041.11	53.7	23.47	74.03	51.71	77.33	43.07	24.67	7.16	12.82	29.18	29	99	75	175	10	8
ENSG00000023171.18	53.04	36.85	47.94	31.79	18.35	30.27	11.18	5.41	0.94	8.69	85	166	375	1889	174	177
ENSG00000023191.17	5.15	3.4	2.92	3.52	2.13	0.83	3.03	2.02	1.88	0.54	64	103	105	8	21	21
ENSG00000023228.14	51.34	79.45	107.51	79.04	32.84	23.33	21.36	30.04	27.97	31.48	255.82	333.61	366.25	1986.76	163.4	99.47
ENSG00000023287.13	14.41	33.47	43.45	41.15	37.29	11.59	12.68	16.94	26.14	38.82	197	251	416	1703	92	70
ENSG00000023318.8	5.38	12.67	13.71	15.29	27.57	18.86	18.01	7.85	6.46	8.39	74	98	107	131	78	14
ENSG00000023330.15	16.92	9.35	15.01	6.85	7.46	11.11	10.8	2.24	4.34	2.03	56	33	114	146	34	16
ENSG00000023445.14	0	0.27	0.47	0.26	21.06	7.61	1.97	0.08	0.6	0.61	0	10	2	5	0	0
ENSG00000023516.9	17.49	30.72	50.1	44.97	36.18	22.58	19.43	12.1	23.84	26.8	295	424	500	5493.41	75	86
ENSG00000023572.9	2.68	6.02	6.15	3.42	2.97	4.42	3.96	8.97	4.45	2.46	54.57	104.74	131.98	369.61	73.76	39.37
ENSG00000023608.5	1.49	0.98	1.51	1	4.94	3.62	8	0.3	1.02	1.73	14.98	18	9.45	34.21	2.72	3
ENSG00000023697.13	22.71	19.8	14.79	24.2	19.25	16.75	11.8	11.55	11.57	11.23	0	0	0	26	0	0
ENSG00000023734.11	47.37	61.98	150.6	114.41	130.37	37.87	54.3	16.34	35.43	93.14	390	763	697	1310	157	128
ENSG00000023839.12	0	0.21	0.91	0.33	3.12	0.91	0.98	0.2	0.33	0	2	0	3	0	0	0
ENSG00000023892.11	0	0	0	0.26	0.89	5.93	8.43	0.27	0	0.19	0	3	0	1	0	0
ENSG00000023902.14	12.27	7.16	19.78	8.49	37.42	25.7	61.03	3.67	1.42	0.51	18	69	85	72	23	25
ENSG00000023909.10	6.23	12.05	12.7	13.59	11.75	3.29	3.81	3.98	2.68	1.22	156	289.92	281.85	274	47.57	76.77
ENSG00000024048.10	11.31	18.35	27	29.86	13.63	9.37	5.75	3.82	7.78	7.97	37	108	110	618	20	21
ENSG00000024422.12	5.44	4.45	6.34	3.26	0	0	0	0.17	0.15	0.52	0	5	0	1	12	0
ENSG00000024526.17	0	0	0	0	0	0	0	0	0	0.29	1	4	0	19	7	0
ENSG00000024862.17	7.06	16.15	21.86	19.03	8.18	13.8	13.68	10.3	2.63	10.63	101	269	112	577	76	91
ENSG00000025039.14	4.56	9.62	11.24	13.14	2.77	2.52	4.26	7.25	13.54	8.37	15	41	44	169	1	16
ENSG00000025156.12	4.85	7.87	17.46	13.2	8.01	6.75	5.1	5.71	15.09	19.41	27	135	108	404	39.8	22
ENSG00000025293.17	15.12	18.62	42.73	24.61	117.94	79.44	47.83	25.39	14.84	21.78	43	92	75	418	115	155
ENSG00000025423.11	48.79	50.34	110.42	60.3	4.31	1.74	4.48	1.29	5.07	2.49	0	0	5	4	0	10
ENSG00000025434.19	9.78	12.84	14.23	12.71	0	3.11	4.09	0.43	2.58	1.38	4	34	18	13	3	32
